MKOA WA KIGOMA,,,,,,,,Scope of works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Medium Voltage Lines (km),,Distribution Transformers (kVA),,,Low Voltage Lines (km),,,Initial Customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Simbo,Kasuku,95,Bondo,,1.0,1,,,2.0,6.0,8.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Simbo,Nyamoli,96,Mzindakaya,,2.7,,1,,4.0,6.0,10.0,200,4,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Simbo,Nyamoli,97,Manyovu,,0.5,1,,,2.0,6.0,8.0,256,2,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Simbo,Kaseke,98,Maendeleo,,0.7,,1,,4.0,6.0,10.0,250,2,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Simbo,Kaseke,99,Kilimahewa,,0.8,1,,,2.0,6.0,8.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Simbo,Kaseke,100,Kigoma,,0.8,,1,,4.0,10.0,14.0,300,2,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mahembe,Mahembe,101,Mtamboni,0.5,,,,,2.0,10.0,12.0,250,2,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mahembe,Mahembe  Kati,102,Mgawa,,,,,,,,10.0,150,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mahembe,Kabanga,103,Sisi kwa Sisi,,,,,,,,2.0,60,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kidahwe,Kidahwe,104,Msunuzi,,0.6,,,,,,6.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kidahwe,Kidahwe,105,Nyange,,0.2,,,,,,8.0,200,2,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kidahwe,Kidahwe,106,Kafunzo,,0.6,,,,,,10.0,350,2,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kidahwe,Samwa,107,Mchangani,,1.7,1,,,2.0,3.0,5.0,60,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kidahwe,Samwa,108,Lumpona,,0.9,1,,,1.0,4.0,5.0,36,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkigo,Mkigo,109,Msenga A,,0.5,,1,,2.0,8.0,10.0,200,3,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkigo,Mkigo,110,Msenga B,,1.5,,1,,3.0,5.0,8.0,250,3,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkigo,Mkigo,111,Nyarushiha,,0.7,,1,,4.0,6.0,10.0,230,4,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkigo,Mkigo,112,Katonyanga,,0.0,1,,,3.0,4.0,7.0,250,2,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkigo,Mkigo,113,Nyakayaga,,0.0,,1,,4.0,8.0,12.0,350,2,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkigo,Kilemba,114,Kumsasa,,0.7,,1,,,5.0,5.0,140,2,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkigo,Kilemba,115,Gwinzovu,,0.0,1,,,2.0,6.0,8.0,90,2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mkigo,Kilemba,116,Nyakafumbe,,0.0,0,,,2.0,8.0,8.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Kagongo,Mgaraganza,117,Katombo,,1.0,,1,,4.0,10.0,12.0,300,4,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kigoma,Kigoma DC,Kigoma Kaskazini,Mwandiga,Kibingo,118,Kasesa,,0.6,,,,4.0,10.0,14.0,350,4,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUMLA NDOGO,,,,,,118,118,11.2,79.1,54,50,4,320.0,649.0,"1,053.0","21,424",338,"21,762",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mganza,Mganza,1,Mganza Kati,,0.0,,,,1.0,2.0,3.0,20,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mganza,Mganza,2,Gezaulole,,0.7,,1,,2.0,5.0,7.0,165,2,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mganza,Mganza,3,Kibondo,,0.6,1,,,1.0,3.0,4.0,122,2,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mganza,Mganza,4,Kikobaguru,,0.6,,1,,2.0,4.0,6.0,150,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mganza,Mganza,5,Kavigiri,,2.4,1,,,0.5,1.0,1.5,6,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mganza,Kasisi,6,Mbohola,,5.0,1,,,2.0,5.0,7.0,149,4,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mganza,Kasisi,7,Mfumu,,7.3,,1,,1.0,3.0,4.0,50,3,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mganza,Kasisi,8,Katukano ( smal hamlet),,1.8,1,,,,1.0,1.0,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mganza,Malagarasi,9,Makwanzi,,0.7,,1,,3.0,5.0,8.0,210,2,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mganza,Malagarasi,10,Mlangalanga,,4.7,1,,,1.0,2.0,3.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mganza,Mpeta,11,Mpeta Kati,,0.8,,,1,3.0,7.0,10.0,300,4,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mganza,Mpeta,12,Rutindye,,0.0,1,1,,4.0,6.0,10.0,250,3,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mganza,Mpeta,13,Kagereko,,2.0,1,,,1.0,2.0,3.0,50,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mtegowanoti,Mtegowanoti,14,Maendeleo,,0.3,,1,,2.0,4.0,6.0,200,3,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mtegowanoti,Mtegowanoti,15,Kariakoo,,0.4,,1,,2.0,3.0,5.0,150,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mtegowanoti,Mtegowanoti,16,Kilomo,,0.0,,1,,2.0,4.0,6.0,300,2,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mtegowanoti,Mtegowanoti,17,Mtegowanoti Sokoni,,0.0,,,,2.0,4.0,6.0,150,1,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mtegowanoti,Mwangaza,18,Kisenga,,0.0,,,,2.0,4.0,6.0,200,2,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mtegowanoti,Mwangaza,19,Muungano,,0.2,,1,,2.0,4.0,6.0,270,2,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mtegowanoti,Mwangaza,20,Mtapenda,,0.4,1,,,1.0,3.0,4.0,150,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mtegowanoti,Mwangaza,21,Kazaroho,,0.3,1,,,4.0,6.0,10.0,150,6,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mtegowanoti,Ilalanguru,22,Kiganza,,0.0,,,1,3.0,7.0,10.0,400,5,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mtegowanoti,Ilalanguru,23,Imaramanono,,0.3,1,,,1.0,3.0,4.0,70,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mtegowanoti,Ilalanguru,24,Kigurwe,,2.5,,1,,1.0,2.0,3.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mtegowanoti,Ilalanguru,25,Kitagata,,0.2,1,,,,1.0,3.0,60,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mtegowanoti,Chagu,26,Karatuma,,0.6,,1,,2.0,4.0,6.0,140,2,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mtegowanoti,Chagu,27,Usalosalo,,0.0,1,,,1.0,2.0,3.0,90,1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mtegowanoti,Chagu,28,Utemini,,0.0,,1,,2.0,3.0,5.0,150,1,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mtegowanoti,Chagu,29,Kitete ,,0.4,,1,,1.0,2.0,3.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Igalula,30,Igalula A,,0.6,,1,,2.0,3.0,5.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Igalula,31,Igalula B,,0.7,,1,,2.0,3.0,5.0,90,2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Igalula,32,Lukusu ( kidogo),,10.0,1,,,1.0,1.5,2.5,8,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Lagosa,33,Kanyase,,0.8,,1,,2.0,4.0,6.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Lagosa,34,Ililamombo,,0.6,1,,,2.0,3.0,5.0,95,2,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Lagosa,35,Mwina,,7.0,1,,,1.0,1.0,2.0,5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Ndele,36,Ndele A,,0.4,1,,,1.0,2.0,3.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Ndele,37,Ndele B,,0.0,,,,1.0,3.0,4.0,85,2,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Ndele,38,Kilimahewa,,0.0,,,,1.0,2.0,3.0,50,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Ndele,39,Manyabwe,,0.7,1,,,1.0,2.0,3.0,30,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Ikubulu,40,Kavikonge,,0.0,1,,,1.0,2.0,3.0,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Mgambazi,41,Mgambazi C,,0.0,,1,,2.0,3.0,5.0,90,4,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Mgambazi,42,Mgambazi D,,0.0,1,,,1.0,2.0,3.0,70,1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Mgambazi,43,Mgambazi E,,0.0,1,,,1.0,2.0,3.0,15,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Rukoma,44,Kapepe,,0.5,,1,,3.0,5.0,8.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Rukoma,45,Mpampa (bulimba),,0.6,1,,,1.0,3.0,4.0,95,2,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Rukoma,46,Katale,,0.0,1,,,1.0,3.0,4.0,80,3,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Rukoma,47,Mchangani,,1.5,1,,,1.0,2.0,3.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Igalula,Rukoma,48,Kanda ya Ziwa,,0.8,,1,,2.0,3.0,5.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Buhingu,Kalilani,49,Mahasa,,1.0,,1,,1.0,2.0,3.0,78,2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Buhingu,Kalilani,50,Mahale National Park,,0.0,,,,2.0,2.0,4.0,20,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Buhingu,Kalilani,51,Katumba,,0.0,1,,,1.0,2.5,3.5,60,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Buhingu,Kalilani,52,Kalolwa,,0.0,1,,,2.0,3.0,5.0,90,2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Buhingu,Nkonkwa,53,Kashela,,0.0,,1,,2.0,3.0,5.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Buhingu,Nkonkwa,54,Kabuku,,0.0,,1,,1.0,4.0,5.0,90,3,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Buhingu,Katumbi,55,Kariakoo,,0.7,1,1,,1.0,3.0,4.0,90,2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Buhingu,Katumbi,56,Tunde,,0.0,1,,,1.0,2.0,3.0,75,2,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Buhingu,Katumbi,57,Nteme,,0.0,1,,,1.0,2.0,3.0,70,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Buhingu,Buhingu,58,Kakanya,,0.9,,1,,6.0,8.0,14.0,250,6,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Buhingu,Buhingu,59,Mahale,,0.0,1,,,2.0,4.0,6.0,110,2,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Buhingu,Buhingu,60,Buhingu A,,0.0,1,,,4.0,6.0,10.0,150,6,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Buhingu,Buhingu,61,Vilongwa,,0.0,1,,,2.0,3.0,5.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Buhingu,Mgambo,62,Lubundui,,0.5,,1,,1.0,3.0,4.0,70,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Buhingu,Mgambo,63,Lebanoni,,0.0,,,,1.0,3.0,4.0,60,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Buhingu,Mgambo,64,Kamkonti,,0.4,,1,,2.0,3.0,5.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sigunga,Kahwibili,65,Mungwe,,0.0,1,,,1.0,2.0,3.0,50,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sigunga,Kahwibili,66,Kumekucha,,0.6,,1,,1.0,2.0,2.0,50,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sigunga,Kahwibili,67,Mbogora,,0.0,,,,,1.0,2.0,30,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sigunga,Sigunga,68,Mgangasima,,3.0,,1,,1.0,2.0,3.0,65,2,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sigunga,Sigunga,69,Kahama,,0.0,,,,,3.0,3.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Herembe ,Herembe,70,Mgorogoro A,,0.6,1,,,1.0,3.0,4.0,48,2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Herembe ,Herembe,71,Mgorogoro B,,0.0,,1,,1.0,3.0,4.0,50,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Herembe ,Herembe,72,Makanka,,0.0,1,,,1.0,2.0,2.0,37,2,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Herembe ,Herembe,73,Kefu,,11.0,1,,,1.0,2.0,3.0,8,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Herembe ,Kaparamsenga,74,Kaparamsenga Mashariki,,0.8,1,,,2.0,3.0,5.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Herembe ,Kaparamsenga,75,Kaparamsenga Kusini,,0.5,,1,,1.0,3.0,4.0,85,2,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Herembe ,Kaparamsenga,76,Itigi,,0.0,1,,,1.0,2.0,3.0,50,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Sibwesa,77,Mtakuja,,1.5,1,,,1.0,3.0,4.0,90,2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Sibwesa,78,Tupendane,,1.5,,1,,2.0,3.0,5.0,70,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Sibwesa,79,Katobelo,,3.0,1,,,1.0,2.0,3.0,60,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Sibwesa,80,Tujitegemee ,,0.0,,,,1.0,3.0,4.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Sibwesa,81,Songambele ,,10.9,,1,,2.0,3.0,5.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Kalya,82,Mlela,,,,1,,4.0,8.0,12.0,145,8,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Kalya,83,Migongo,,0.0,,,,1.0,3.0,4.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Tambusha,84,Kagwila,,0.5,,1,,2.0,3.0,5.0,75,2,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Tambusha,85,Ndagala,,0.6,,1,,1.0,3.0,4.0,80,3,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Tambusha,86,Kasunga,,0.4,,1,,2.0,3.0,5.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Kashagulu,87,Mpaga,,0.4,1,1,,1.0,3.0,4.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Kashagulu,88,Kisinsa,,0.5,1,,,1.0,2.0,3.0,20,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Kashagulu,89,Kampisa,,0.0,,,,1.0,3.0,4.0,60,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Kashagulu,90,Mchangani,,0.6,1,,,1.0,3.0,4.0,50,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Lufubu,91,Isonga,,9.0,1,,,1.0,2.0,3.0,5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Lufubu,92,Kalofya,,3.5,1,,,1.0,2.0,3.0,40,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Lufubu,93,Ugalaba,,0.0,,1,,1.0,2.0,3.0,50,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Ubanda,94,Kalalya,,1.0,,,1,4.0,6.0,10.0,220,10,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Ubanda,95,Mnyamasi,,2.0,,1,,2.0,3.0,5.0,65,3,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Ubanda,96,Kenso/Mtakuja,,1.0,1,,,1.0,2.0,3.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Ubanda,97,Masamamba,,4.0,,1,,2.0,3.0,5.0,50,3,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Ubanda,98,Kawilimile,,5.0,1,,,,1.0,1.0,62,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Ubanda,99,kakokola,,6.0,,1,,2.0,3.0,5.0,90,4,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kalya,Ubanda,100,Mituntumo,,4.0,,1,,1.0,3.0,4.0,80,3,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kandaga,Kalenge,101,Kazaroho,,8.0,1,,,1.0,3.0,4.0,50,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kandaga,Kandaga,102,Nyamponda,,1.2,1,,,1.0,2.0,3.0,70,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kazuramimba,Kazuramimba,103,Kilelema B,,1.2,,1,,1.0,6.0,7.0,68,4,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kazuramimba,Kazuramimba,104,Rubona C,,1.7,,1,,1.0,3.0,4.0,90,1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kazuramimba,Mazungwe,105,Mibangani,,0.9,,1,,1.0,3.0,4.0,60,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
