MKOA WA IRINGA,,,,,,,,Scope of works,,,,,,,,,,
,,,,,,,,Medium Voltage Lines (km),,Distribution Transformers (kVA),,,Low voltage Lines (km),,,Initial customers,,
Mkoa,Wilaya,Halmashauri,Jimbo,Kata,Kijiji,Na,Kitongoji,11KV,33KV,50,100,200,4 x 95 sq.mm,4 x 50 sq.mm,LV Total (km),single phase,Three phase,Total
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Igowole,Kisasa,113,Ng'ang'anwa,,3.1,1, ,,1.6,2.4,4.0,44,2,46
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Igowole,Kisasa,114,Matalawe,,2.7,1, ,,1.6,2.4,4.0,35,2,37
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Igowole,Kihanga,115,Machura,,0.0,1, ,,1.6,2.4,4.0,64,3,67
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Ikweha,Ikweha,116,Kisengumkiva,,0.0,,,,1.5,2.3,3.8,54,3,57
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Ikweha,Ikweha,117,Kadege,,0.0,,,,1.5,2.2,3.7,40,2,42
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Ikweha,Ikweha,118,Ulunde,,0.0,1,,,1.6,2.3,3.9,48,3,50
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Ikweha,Ikweha,119,Mtimbili,,3.0,1,,,1.6,2.4,4.0,46,2,48
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Ikweha,Ikweha,120,Ilangamoto,,4.4,1,,,1.4,2.2,3.6,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Ikweha,Ikweha,121,Ulaya,,2.8,1,,,1.2,1.8,3.0,37,2,39
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Ikweha,Ugenza,122,Muhenye,,1.8,1,,,1.6,2.4,4.0,53,3,56
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Ikweha,Ugenza,123,"Mbalali
",,0.0,,,,0.8,1.2,2.0,30,2,32
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Ikweha,Ugenza,124,Mwaya,,0.0,1,,,1.2,1.8,3.0,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Ikweha,Ugenza,125,Ibude,,3.3,1,,,1.2,1.8,3.0,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Ikweha,Ugenza,126,Sinai A,,0.0,,,,1.2,1.8,3.0,26,1,27
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Ikweha,Ugenza,127,Sinai B,,6.1,1,,,1.2,1.8,3.0,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Ikweha,Uyela,128,Makete,,0.0,1,,,1.6,2.4,4.0,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Ikweha,Ukeremi,129,Ukeremi,,2.8,1,,,1.5,2.2,3.7,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Sadani,Igomaa,130,Kinegembasi,,1.1,,1,,1.6,2.4,4.0,60,3,63
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Sadani,Utosi,131,Ipande,,0.0,,,,1.2,1.8,3.0,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Sadani,Utosi,132,Mpwapwa,,1.0,,1,,1.7,2.6,4.3,56,3,59
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Sadani,Kibada,133,Lulanda,,0.0,,,,1.4,2.1,3.5,23,1,24
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Igumbavanu,Makongomi,134,Mtitu,,1.4,1,,,1.4,2.0,3.4,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Igumbavanu,Uhambila,135,Lungemba,,0.0,,,,1.4,2.2,3.6,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Igumbavanu,Mapogoro,136,Mtagwaa,,0.0,,,,1.4,2.0,3.4,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Igumbavanu,Mapogoro,137,Mbuga,,0.0,,,,1.2,1.8,3.0,22,1,23
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Igumbavanu,Mapogoro,138,Ukemele,,1.7,1,,,1.6,2.4,4.0,34,2,36
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Igumbavanu,Mapogoro,139,Materefu,,4.1,1,,,1.2,1.8,3.0,45,2,47
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Igumbavanu,Igombavanu,140,Welela,,0.0,1,,,0.9,1.3,2.2,46,2,48
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Igumbavanu,Igombavanu,141,Isela,,0.0,,,,0.8,1.2,2.0,22,1,23
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Igumbavanu,Igombavanu,142,Igombavanu,,0.0,,,,0.8,1.2,2.0,24,1,25
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Igumbavanu,Igombavanu,143,Luga,,0.0,,,,0.6,0.9,1.5,24,1,25
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Mdabulo,Mwitikilwa,144,Malunda,,4.2,1,,,1.2,1.8,3.0,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Ikongosi ,Itulavanu,145,Igangilonga,,0.0,1,,,1.6,2.4,4.0,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Mpangatazara,Mpangatazara,146,Kimbwe station ,,11.0,1,,,0.8,1.2,2.0,16,1,17
Iringa,Mufindi,Mufindi DC,Mufindi Kaskazini,Mpangatazara,Mpangatazara,147,Mkomaga,,15.6,1,,,0.8,1.2,2.0,11,1,12
JUMLA NDOGO,,,,,,147,,0.0,226.8,93,21,0,204.3,306.5,510.8,"5,870",309,"6,179"
JUMLA KUU,,,,,,620,,48.3,"1,215.4",466,56,2,745.9,"1,118.9","1,864.8","23,629","1,243","24,862"
