MKOA WA RUKWA ,,,,,,,,Scope of works,,,,,,,,,,,TAPPING POINT,ACCESSIBILITY,,,REMAKS
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Medium Voltage Lines (km),,Distribution Transformers (kVA),,,Low Voltage Lines (km),,,Initial Customers,,,,,,,
Mkoa,Wilaya,Halmashauri,Jimbo,Kata,Kijiji,Na,Kitongoji,11kV,33kV,50,100,200,4x95 sq.mm,4x50 sq.mm,LV Total (km),Single Phase,Three Phase,Total,,CAR,M/C,FOOT,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Kirando,Mpata ,186,Myenge ,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Kirando,Mpata ,187,Ngenya ,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Kirando,Kichangani     ,188,Kasimbo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Itete,Chongokatete,189,Mswa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Itete,Chongokatete,190,Kaloli,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Itete,Chongokatete,191,Sumbwa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Itete,Chongokatete,192,Mrembwe Mjini,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Itete,Chongokatete,193,Mrembwe Shambani,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Itete,Chongokatete,194,Kasola,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Itete,Chongokatete,195,Chongo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Itete,Chongokatete,196,Kasapa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Kipili,Chongokatete,197,Kipoma,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Mkinga,Uhuru,198,Isitwa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Mkinga,Uhuru,199,Mandaulwile,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Mkinga,Uhuru,200,Lupita,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Mkinga,Uhuru,201,Itompe,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Korongwe,Bumanda,202,Bumanda Ziwani,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Korongwe,Bumanda,203,Bumanda Mlimani,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Korongwe,Bumanda,204,Kalasi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Korongwe,Isaba,205,Mnazi Mmoja,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Korongwe,Isaba,206,Isaba,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Korongwe,Isaba,207,Rasini,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Kabwe,Isaba,208,Kitongoji  Na.2,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Kabwe,Isaba,209,Kitongoji Na.3,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Kabwe,Isaba,210,Kitongoji Na.4,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Kabwe,Kabwe Camp,211,Kitongoji Na.9,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Kabwe,Kabwe Camp,212,Kitongoji Na.11,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Kabwe,Kabwe Camp,213,Kitongoji Na.12,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Kabwe,Mkombe,214,Mnazi Mmoja,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Kabwe,Mkombe,215,Majengo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Kabwe,Mkombe,216,Mtukula,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Kabwe,Mkombe,217,Ipingira,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Kabwe,Mkombe,218,Mwembeni,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
JUMLA NDOGO,,,,,,218,,0.0,13.3,218,29,0,305.2,130.8,436.0,"10,900",436,"11,336",0,0,0,0,0
TOTAL ,,,,,,830,,0.0,444.0,831,44,0,"1,163.4",498.6,"1,663.3","48,687","2,538","51,225",,,,,
